㐀	qiū
𥛔	huò
𧇘	zǔ
𥛠	shēn shén
𠾧	xù chù xìu shòu
𠎘	qín
𥡔	chàng
𥠾	gōu jiǎng
𥠵	fǔ
𥡆	mù
𥡚	lí
𥡛	gǔ
𥠼	qín
𥧜	fú fù
𥧖	jìu jīu guǐ
𥧐	jùn ruǎn
𥪧	tián
𥪬	fú
𥪧	tián
𥪥	xū
𥯴	sǒu shù
𥰤	líu
𥯠	pài
𥯽	gǎn gě
𥯲	xǐ sǎi
𥯼	jī
𥰂	qīu
𥯱	sī sì
𥯿	gōu
𥯒	zāi
𥯓	zān zēn
𥯹	zhú
築	zhú
𥯭	zé zuó
𥯷	bó
𥯰	yíng
𥯗	sǔn
𥰉	hóu
𥯵	lí lǐ
𥻂	làn
𥻅	bì
𥻏	xī
𥻁	tuán
𥻆	sù
𥻔	fèn
𥻎	fèn
𦂛	shī
𦂙	téng
𦂏	qīu
𦂷	xiàn
𦂂	zhù
𦂓	fú
𦂴	gāng
𦃁	xì
𦂐	hóu gōu
𦂚	xiāo
𦂜	xìng
𦂵	zōng zòng zǒng
縂	zǒng
緇	zī
𦂟	bì pì
𦂎	cù
𦂞	xì
𦈼	chuí zhuì
𦉇	píng
𦉁	dì dí tí
𦋫	ǎn
𦋬	fá
𦋭	xuǎn
𦋮	sī
𦋟	wǎng
𦋲	zhì
𦌍	wèi
𦌎	bì
𠆆	chún
𦎩	jiá
𦎤	róu
𦎥	qiān qiǎng kēng
𦑦	jiǎn
𦑨	zōng
𦑪	chá chā
𦑤	hóu
𦑥	zhù
𦓁	shòu
𦓘	nài ér
𦓚	zhuǎn
𦓙	zhuǎn
𦖪	sǒu
𦖣	qīu qíu
𦖹	lián
𥧢	rǒng ruǎn
𦖥	kuì
𦖫	wén wèn
𦘠	shū
𦞉	kǎi jiē
𦞋	lù
𦟯	lè lèi
𦟢	chún
𦟩	ān ā āng yān
𦟝	jǐ jí
𦤝	mián
𦥆	wò
𦥼	yāo yào
𦦀	shēn
𦦁	mí
𦦂	chǐ
𦦇	zhuì
𦦈	chā
𦦊	jìu
𦧧	shì
𦧫	shì
𦧪	shì
𦩨	jīn
𦩦	jīn
𦩪	jià
𦩥	xiē
𦫥	pào bāo
𦫦	xī
𦴘	jiě jiè xiè
𦸤	zuì
𦹈	suō shā
𦹾	mào
𦶉	chái cí zǐ
𦸞	mì
𦹉	mǎo
𦸦	bó
𦸴	dié
𦸭	wú
𦹊	wú
𦸕	dú
蓳	jǐn
𦸳	rù
𦸨	jǐn
𦸧	jǐn
𦸠	jì
𦸫	kūn
𦸩	bì
𦹪	mò
𦸋	hǎn
𦸎	shí shì
𦸜	zī zāi
蔖	zhā cū cuó cǔ
𦸵	jù qú
𦸑	miè
𦹋	miè
𦹌	chài
𦸟	zàng
𦸹	qíu jiāo
𦹨	zhèng
𦸝	téng xī
𦸌	huán wān wǎn guān guǎn
𦸍	duó tuò
𦹢	zào cào
𦺯	dié xiè
𦸲	ǒu
𦸬	chūn
𦹤	qiàn
𦸄	dòu
𦸖	nì
𦹍	tú shū
𦸇	zhú
𦺮	yú yǔ
𧇔	kǎi
𧇑	bào
𧇕	lú
𧇐	shú shù
𧍛	yǒng
𧍺	hóng
蝫	zhū
𧍹	mián
𧍧	lián
𧎞	bàng bèng
𧎔	mǎng
𧍤	cì
𧍞	è
𧎁	jiè
𧍚	huí
𧍗	hè chuò
𧍼	liè
𧍦	tiǎn
𧍾	qīu
𧎂	xiā há
𧍣	chài
𧍻	pián
𧍽	yǐ
𧍸	zhōng
𧐆	xì
𧗀	kàn
𧗂	nì
𧗃	jīn
𧛜	běng
𧛦	náng
𧛬	qún
𧛲	yì
𧛨	yì
𧛫	hú
𧛪	jiè
𧛥	gōu
𧛠	gé
𧛐	wò
𧛘	jí
𧛕	mào
𧛤	zhōng cǒng
𧛳	qì zhǎ
𧛛	jīn
𧜯	bāo
𧟹	tán qín
𧡝	miǎn tiǎn
𧡛	lài
𧡌	xù qiān
𧡠	lián
𧡓	luó
𧡐	tì jí
𧤇	chè
𧤈	chè
𧣴	zhǎn
𧣶	sì
𧤄	sì
𧣽	xī
𧤅	bì
𧨨	mì
𧩖	zōu
𧩂	bàng
𧩜	dié
𧨽	fù
𧨯	dié
𧨫	xìng
𧩘	xǔ
𧩡	dǎng
𧨬	pǐ
𧩑	xǔ
𧩐	xià
𧨼	xùn
𧨶	yāo
𧩠	fēng fèng
𧩛	xún
𧨮	duī
𧩀	yí
𧩟	còng
𧨦	shì
𧨭	jiān jiàn
𧩞	zōu
𧨻	xì jì
𧯳	wān
𧯮	fēng
𧯭	dēng
𧱚	jiān
𧱛	zhù
𧱟	kěn qiǎn
𧱞	duò wéi wěi
𧱤	lí lǐ
𧳡	shǐ shì
𧳥	lí lái
𧶥	gòu
𧶛	lài
𧶟	shē
𧶪	guì
𧶤	jiàn
𧶣	fù
𧹧	wěi
𧼦	pàn
𧼚	quán
𧼛	lái
𧼞	guì jué
𧼥	dì chí
跰	bèng pián
𨁻	dié
𨁵	fū
𨂓	qū zōu
𨂏	dié
𨁼	bēn bèn
𨂛	tà dā
𨂈	jìng
𨂑	háo
𨁾	xǐ
䠁	jī
𨂆	dào
𨉛	shè yì yè shí
𨉔	dào
𨌵	ní
𨍀	zhì
𨌷	qīng
𨌦	pì
𨌲	mǐn
𨌪	cōng
𨌱	zhěng
𨍁	chái
𨍂	huī
𨍃	chái
𨌸	chuò
𨐜	là
𨐝	bì pì
𨐞	gū
𨓶	bì bèi
𨖥	zhē zhě
𨖉	lín lìn
𨖝	tíng
𨖇	chuán
𨖫	dá tà
𨖆	cú
𨖞	hái huán xuán
𨖓	zhē zhě
𨖡	dùn
𨖈	yáo
𨖣	huò
𨖟	yāo
𨛿	jù zōu
𨜀	yì
𨜂	dǎng
𨛸	hù
𨛷	dū dōu
𨜁	dū dōu
𨞇	tán
𨞉	juàn
𨝶	zī jìn
𨝷	liǎo
𨞂	huān
𨞅	méi
𨞃	lí
𨞄	yóu
𨡋	pēi
𨡖	yū
𨡝	hǎi
𨡠	xǔ
𨡕	bì
𨡔	cháng
𨡓	jiàng
𨤗	juàn
𨤖	juǎn juàn quán
𨤭	lí xī
𨦿	xíng
𨦲	jié
𨦬	shì
𨧏	yín
𨦸	zhèn
𨧓	zhì
𨧎	qiōng
𨦴	jú
𨦷	tiáo
𨴸	quē què
𨴨	chù lán
𨴿	kuò
𨵀	yán
𨵁	yán
𨴳	chù
𨴫	yán
𨴮	huàn
𨼘	yáng
𨼗	yáng
𨼙	yè
𨼖	yīn ān yìn
𨼦	chuí
𨿘	zhì
𨿳	yīng
𨿗	kuáng
𨿌	bū bù
𨿋	jīng
𨿑	kàn
𨿎	jú jué
𨿔	juān
𨿕	xī
𨿓	jùn
𨿖	tū
𨿍	é
𨿚	fú
𨿒	yì
𨿞	shòu
𩃌	tún
𩂸	chén
𩂷	chén
𩃂	xiàn
𩇹	fěi
𩈟	zòu zhòu
𩈝	nǎn
𤎂	qiáo
𩊦	shòu
𩊐	róng rǒng
𩊞	zhì
𩊘	miǎn
𩊒	yì
𩊥	zhòu
𩊕	áng
𩎩	wéi
𩎨	yùn xuàn
𩎪	yīn
𩎬	bèi bài bù fú gōu
𩐟	bó
𩐢	xiǎng
𩒑	kuàng kuāng
𩒫	yí
𩒤	jǐng gěng
𩒗	dòng
𩑽	zī
𩒟	kuí
𩒜	duǒ
𩒒	ě
𩗈	biāo
𩗇	hòu
𩗋	fān fán
𩙴	hàn
𩛉	chì xī
䬸	cān sūn
𩛒	bāo bǎo
𩛛	yí yōng
𩛫	hóu
𩛯	jiǒng
𩠖	fǎ
𩡅	bié
𩡿	mà
𩢟	jià
𩢆	chén chěng
𩢚	bá
𩢝	pián
𩢜	zhěn
𩢠	dài tái
𩢧	qū
𩢏	zhí
𩩁	wán
𩨵	zhī
𩨰	dié
𩨺	āng kǎng
𩨶	xiè
䯎	gàn hán
𩬒	chéng
𩬕	fǎ
𩬢	nǎo
𩬓	chéng
𩬘	nǐ
𩬡	juē jiē jiè chài cuò
𩰐	ní nǐ
𩲥	chì
𩲶	chī
𩲫	chì
𩵨	shěn
𩵧	qí
𩵯	hú
𩵷	chī hú hù
𩵤	yì
𩵸	háng
𩵶	yuán wǎn wàn
𩿐	shī
𩿋	xiāo
𩿖	hè háo xīn
𩾱	héng xiáng hóng
𩾴	jiè
𩿗	yā
𩿆	gǔ hú
𩿒	chī
𩾵	jìu
𩿌	pī zé
𩾲	hú gǔ
𪉛	káng gǎng
𪉙	tán qín lǔ
𪊙	lù
𪊔	qí
𪊖	hǔ
𪊓	lín
𪊑	jiān
𪊏	ǎo
𪊘	biǎo
𪌌	rè
𪌎	cái
𪌒	líng
𪌑	áo āo
𪎚	mó mā
𪐜	yān
𪐠	tǔn tūn
𪐡	jiǎn
𪓓	qíu
𪓒	yuán
𪔸	diāo
龜	guī jūn qīu
𤳏	léi
𠄝	yù
𠆒	yōng
𠆏	shuāi cuī suō
𠏪	xiè
𠒹	bó
𠕮	xū xǔ
𠖠	gǔ
𠘒	hè
𠘗	dōng
𠙭	zǐ zi
𠠅	jiǎn
𠟽	guā dú
𠠆	jiàn
𠠀	chuā
𠟿	jiǎo
𠟾	jiǎo
𠢶	jiǎo chāo
𠤅	è
𠤇	fù
𠪼	jué
𠮋	qù
𠮇	sì
𧯻	pǐ
𠿧	shāng
𠿦	yín
𠿙	páo
𠿊	chī
𡀒	xiāo
𡀐	zhù
𠿐	mán màn
𡀓	líng
𠿚	dié zhá
噴	pēn pèn fèn
𠿽	fǔ lì
𠿌	yáo
𡑠	zhí
𡑤	luó luǒ
𡒆	tián
𡑦	màn
𡑷	è ài
𡒂	huǐ
𡔾	yī
𡕹	yào yāo
𡕺	yù yà
𡚉	sè
𤏠	mó mú
𡙻	wú mó
𡚆	quē
𡢔	yíng
𡢗	yào yāo
𡢷	zhuó
𡢵	yǎo
𡢸	quán
𡢓	wā
𡢲	chè zé cè
𡢴	liáo
𡢙	hù
𡣃	wèi
𡢝	huǐ
𡢛	lüǎn luán
𡢣	yíng
𡦞	càn
𡦣	niè
𡦠	jì
𡦡	dǔ
𡫅	bīng bīn bìn
𡫆	qiáng
𡪾	yù
𡫄	jìu
𡪿	ào yù
𡭌	mào jué
𡭊	duì
𡮱	xì
𡰕	zhǒng chòng
𡰗	jìu
𡰘	qiào
𡳠	cī
𡳟	gōu qú
𡴧	sāng sàng
𡽃	duò
𡽈	jué
𡼝	fén fèn
𡽐	liáo
𡽘	lù
𡽇	lì liè
𡽔	chǐ
𡽓	cuó
𡽀	zōng
𡽕	zuì
𡽚	tú
𢑰	duō duó
𢅛	lóng
𢅍	tuó
幩	fén
𢅙	zé
㡢	màn
𢅔	zhǔ
𢅓	miè mì
𢅐	chān
𢊳	cī cì
𢍮	wū wú
𢍯	xīng xìng
𢎓	shì
𢐥	yáo fán
𢐨	chǎo
𢑯	wèi
𣊸	hū
𣊸	hū
𢒳	shù
𢕹	chè
𢕾	bì bèi
𢕼	huán hái xuán juàn
𢖃	pū pú
憲	xiàn
𢠀	dé
𢠴	lián
𢡥	mǐn
𢠶	huàn
𢢧	chóu
𢡙	huàn
𢡘	huì
𢠱	nǎn
𢡢	duò
𢠸	dàn
𢡳	chǔn
𢠾	qì
𢡕	tì
𢡔	jù
𢢕	qíu
憤	fèn
𢢥	cè
𢢔	màn
𢢛	lǔ
𢢙	lì
𢢟	nuò rě ruò
𢡓	dàng shāng
𢨊	yù
𢨉	zēng
𢨌	xù
𢨋	bèi bó
𢨎	chǔn
𢨍	sháo
𢨈	zhuó
𢴸	zhì niè
𢴺	jué juē
𢴷	zhì
𢴽	bài
𢶂	yù
𢶕	jiǎn
𢶝	jié
𢶵	jué
𢶁	dǎn tàn tān
𢷇	qiǎng qiāng chuǎng
𢶛	sūn
𢶘	kuǎi kuāi
𢶔	mán màn
𢶆	jiē qì
𢶐	xī
𢴴	liè
𢶎	huà hù
𢶦	dǎn
𢶖	yú yáo yóu
𢿪	dí
𢿟	chóu
𣊽	mín
𢿷	sǎn sàn
𢿫	zhěng
𢿠	fén
𢿨	sǎn sàn
𢿩	jìng
𢿮	luàn
𢿥	bò
𢿬	mù
𣁣	lán
𣃆	zhuó
𣃂	zhuó
𣃁	zhú
𣃀	zhuó
𣃃	zhuó
𣄘	yǔ
𣊮	xiè niè
𣊣	xì
𣋅	yàn
𣊠	piào
𣊴	bào pù bō
𣊥	kuàng
𣊤	nóng
𣊨	chūn
𣊦	xí
𣚨	wú mó
𣚍	yì
𣚂	yǐ yī
𣚞	tā yán
𣚉	jīu
𣚑	táo dào
𣚚	zhǔ zhú
𣚅	zhé
𣙽	lì
𣚣	gēng
𣚛	jù qiáng
𣚥	yù
𣛰	zhuó
𣚈	sǎn cāo cào sēn
𣛖	kǎo
𣛘	xiè
𣚤	shù
𣚗	shèng
𣤜	zuì
𣤙	xiāo
𣦞	kuí
𣦟	zhǒng jiǎn
𣦝	dūn cún
𣩝	xián
𣩞	xián
𣩳	zàn
𣩣	yè
𣪾	chóu
𣫁	qiāo
𣪼	chéng
𣪿	chéng
𣪻	záo zuò
𣪽	jiǎo
𣬓	bài
𣬔	shì shǐ
𣯺	sān
𣰆	dēng
𣯾	tà
𣱑	yìn zhì
𤀋	yǎn
𣿱	xiè
𣾩	kāng
𣿕	jiàn
𣿜	chóu
𣿋	hū
𣿲	gǔ
𤁟	táo
𣿛	guō huó
𣿖	piāo piǎo piào
𣿙	zì
𣿑	gǎng
𣿏	òu
𣿘	dàng
𣿠	sè
𣿔	tà
𣿳	lǎo lào liáo
𤀅	cāng
𣿴	dàng
濆	pēn fén
𣿚	lì
𤀎	zé
𤀆	hóng
𣿗	áo
𣿍	lù
𤀇	fàn
𣿡	yú
𤀈	ào yù
𤎾	liè
𤏯	yān
𤏙	nuǎn xuān
𤏚	yàn
𤎠	nǎo
𤏟	zào
𤎞	là liè
𤎿	xī
𤎪	bì
𤏴	xī
𤎮	rè
𤎵	jiān jiàn
𤎸	yè niè
𤏛	bì
𤏀	zhǎ
𤎷	chì
𤎢	xún xián
𤏝	xún xián
𤎡	hàn xiàn
𤎴	jiān jiàn
𤎦	jiǎo yào
𤎫	guāng
𤎬	xiè
𤎟	yān
𤏼	rèn
𤔮	shā shài
𤔰	shāng
𤖙	jiàng
𤗶	guāng
𤛴	tāo
𤛫	xīng
𤛡	léi
𤛤	sān
𤡵	lì
𤡩	lín lìn líng
𤢙	liáo lǎo
𤢞	wàn màn mán
𤢔	hè xiē
𤢑	guì kuǐ
𤩉	shú shòu
𤩇	shú shòu
𤩈	shú shòu
𤩒	qí
𤩀	shān
𤩣	méi
𤩆	huàn
𤩟	qín
𤬎	dié
𤮅	qì
𤮇	róng
𤯋	zhè
𤯉	dān
𤳋	sè
𡳧	píng
𤴠	qiāng
𤹟	shāng shàng
𤹠	jí
𤹶	shòu
𤹳	mó má ma me
𤹱	jiǎ xiā
㿂	zhēng
𤹫	fù
𤹹	huàn
𤹻	nǎo
𤼼	dēng
𤾞	zhì
𤾜	biān mián
𥀜	zī
𥀞	cuó chuì cāo
𥀡	pí
𥂖	lù
𥂡	chà
𥂶	chà
𥂠	hǎi
𥂔	jiǎo
𥂗	méng
𥊁	suì
𥊆	jié
𥋀	shēn
䁆	yè
𥊅	yái yá ài
𥊕	tì
𥉉	tì
𥊂	xǐ lì
𥊄	méng
𢡸	miǎo
𥊐	zhào
𥊱	chēn
𥏾	zhì
𥏻	shāng
𥕚	luò
𥕌	chán
𥛡	yīn
𥛙	yáng
𥛛	yīn
𥛴	sì
𥝅	wàn
𥝇	fèi
𥡫	zhí
𥡨	bū fǔ
𥡩	yì
𥡹	mén
穏	wěn
𥢀	lí
𥢁	suì
𥡡	zùn cǔn
𥡰	zhǒng zhòng
𥡯	jī
𥡳	jī qǐ
𥧺	qióng
𥧳	yáo
𥨊	qǐn
𥨗	cuàn
竮	pīng píng
𥪰	jìng
𥱆	tái
𥱏	gōu
𥱄	zān cēn zàn
𥱩	zhì jú
𥰯	gě
𥱎	huì
𥰺	zhú
𥰫	shì
𥲩	jú
𥱐	zhú
𥱅	shèn shé shén
𥰷	líu
𥰬	jú
𥰿	sǔn
𥰴	sǔn
𥰩	yú
𥰽	chí
𥻭	páng
糒	bèi
𥻳	lì
𥻪	fèn
𦃌	qīn xiān
𦃎	zhī
𦃐	sāo
𦃣	qiāo
𦃠	zī
𦃑	huāng
𦃜	xuàn
𦃰	shéng
𦃛	xì
𦃥	táo
𦃱	xìng
𦃉	xìng
𦃨	sāo
𦃧	bì
𦃈	qián qīu
𦃞	sī
𦃍	fán pó
𦃅	luò lào
𦃆	luò lào
𦃃	sù
𦋻	mà
𦋼	bà pí ba
𦋾	jū sī
𦌃	zhì
𦋽	jū zhì
𦌅	wǎng
𦌓	jì
𦎴	gāo
𦑰	xuān
𦑴	nài
𦑽	qiáo
𦑳	jiǎn
𦓄	mào
𦓃	shòu dào
𦓞	fǔ
𦔑	bàng pó póu
𦔏	huō hé
𦔐	yún
𦗃	mí
𦗂	nǜ
𦗊	duǒ
𦘣	zhuó
𦠤	nǎo
𦠑	jué
𦠥	jiàn xián
𦠊	nǎo
𦠔	zhè
𦠨	sāo sào
𦠃	qí
𦠋	zhì chí
𦠗	jǐ jí
𢨑	cáng zāng
𦦉	qiān xiān
𦦐	pò
𦦏	jī
𦦖	zhuō zhú
𦦓	chōng
𦧭	tà shì
𦧰	qì
𤏞	lín
𦪅	tǐng
𦩺	qióng
𦪄	huáng
𦩹	tāo yào
𦩽	shǒu
𦩻	zhāo cháo
𦫬	xī
𦷶	mǎng
𦶛	mò mù
𦺝	níng
𦼑	sù
𦻄	jīng
𦻈	bó bò báo bù
𦻟	zhǎo
𦺿	zhí
𦺳	yì
𦺺	qióng
𦼐	biāo biǎo
𦺈	sūn
𦺚	chóu
𦻠	jǐn
𦻌	fǔ
𦻡	chù zōu cuán cóng
𦺼	yìn
𦻆	qí
𦺤	róu
𦺕	kuī guī huǐ
𦻢	dǎo dào
𦻍	jǐn
𦻣	lái
𦻋	jǐn
𦺏	jiāo xiào
𧏊	méng
𦼤	liè
𦻤	qiàn
𦼒	shēn sān cān cēn
𦻥	fēi fěi fèi
𦽧	yǒu yòu
𦻦	táo tao
𦻧	huán
𦼍	guān wān wǎn guǎn
𦻨	gū
𦻉	fú bó
𦼙	tí
𦼌	nián
𦻩	mì
𦻪	wěi
𧇭	bào
𧇣	zù
𧇤	chù chǔ
𧇨	bīn
𧇒	bào
𧇢	tú
𧏏	qū jū
𧏉	mǎng
𧏪	tè téng
𧏜	xié
𧎽	jìn
𧏦	ruǎn
𧏈	mián
𧏬	chī
𧎩	zhé
𧏀	cì
𧏩	huǐ guī huì
𧏕	yí sī
𧏅	zhē shì
𧏐	yuán
𧏒	qióng gǒng
𧏤	zhú
𧏨	xì
𧏍	sī shuò shuài
𧎶	jǐ
𧏔	chí
𨑉	chí
𧏁	chí
𧏝	qí
𧏎	wén
𧗉	bū bù
𧗊	jīn
𧛽	wèi
𧛙	bāo
𧛿	lì
𧜄	hān hán hàn
𧜆	nóng
𧜕	tì
𧜑	chǐ
𧜇	yōng
𧜋	xié xì
𧟽	bà pí ba
𧡭	tí
𧡥	chuāng chuàng
𧤔	fèi
𧤌	zhā
𧤋	yí
𧤘	tí
𧤢	xī
𧩽	zhūn
𧩯	sù
𧩵	biàn
𧩻	zōu
𧪀	zhōu
𧩿	zhuàn
𧪖	jiè
𧩭	tuō
𧪆	hē
𧩳	zhà
𧩢	zǐ zī
𧩷	yuǎn yuàn wǎn
𧪁	yí tuó
𧩩	hòu
𧪂	xún
𧪗	zhǎ chā shà
𧪄	jì xùn
諭	yù
𧩺	hěn kěn
𧩥	lì
𧩾	jiān jiàn
𧪔	biàn
𧯂	hóu
𧯁	hóu
𧯹	yīn
𧱱	hái
𧱭	zòng zōng
𧱯	tún
𧱮	tún
𧳲	tuàn tuān
𧳯	zhū
𧳳	jiá yà
𧷉	chēn
𧶴	dǔ
𧶳	shǔ
𧶹	yīng
𧷊	chā
𧶱	zhì
𧶶	fàn
𧷇	jìn
𧷄	xiè
𧹯	liàn
𧼲	bèng
𠠄	zhào tiáo
𧽂	bó guā
𧽁	shì chì yì
𧼯	shù yú
𨂥	kà
𨂳	xuǎn
𨂧	tà dā
𨃒	yǒng
𨂨	tà dā
𨂶	tí
𨂬	tì zhì dì
𨂮	xià jiǎ
𨃦	bēn bèn
𨍣	jí
𨍍	píng
𨍟	zī
𨍋	guǒ
𨍠	pào
𨍓	xuān
輸	shū
𨍗	zhěng
𨍔	gǔ gū
𨐠	sì yí tái cí
𨐢	bì
𨗁	dí shì
𨗗	bū
𨗕	zūn
𨗄	lín lìn
𨗐	zāo
𨖻	líu lìu
𨗢	qiān
𨗋	jìu
𨖸	yuǎn yuàn
𨗘	cà
𨗀	cuò
𨖺	chuán
𨗔	yí wèi
𨗭	yí wèi
𨗂	jī jǐ
𨗙	bǐng bēng
𨗌	dé
𨜯	jú jù
𨜣	jì
𨞖	líng
𨞍	è
𨞞	méng
𨢃	zhà
䤇	sōu
𨡪	yí
𨡵	méng
𨢀	xiào jiào
𨢁	shí sì yì
𨡷	hú
𨡶	zhēng
𨡳	yǐn yìn
𨡰	jiàng
𨢄	chǒu
𨤙	juàn
𨧲	yè
𨧬	qí
𨧶	jié
𨧯	tā tuó shé
𨧴	wǎn
𨧮	mí
𨲘	qí
𨲔	zōng
𡑺	shèng
𨲚	shèng
閷	shài shā shà
𨵑	kāi
𨵢	qù
𨵒	wú
𨵜	jīu
𨵓	pì
䦕	kāi pēng
𨼭	jiǎn
𨼾	zhuì
𨼰	huī
𨽽	yì
𨿦	lì pǒu
𨿶	gēng
𨿤	yè
𨿩	qī
𨿬	jīng
𨿲	lù
𨿨	hàn
𨿣	qí
𨿫	qí
𨿰	cháng
𨿪	kūn yùn
𨿧	zhào
𨿽	suī suí
𨿥	jú
𨿮	tù
𨿵	bēi
𨿹	mín
𨿱	jiān
𨿴	zī
嶲	suǐ guī xī
𩀑	yù
𩃝	xiàn
𩃛	yīn
𩃓	diàn
𩇞	tiān
𩇼	fán
𩈨	fǔ
𩊷	hén
𩊸	qú jú
𩋇	bì
𩊲	táo
𩊹	tāo
𩊼	nào
𩊳	gǒng
𩋑	xiè
𩎱	gé
𩎶	fú duàn
𩐄	jì
𩓁	áo
𩓑	bì tóu
𩓔	mò
𩓕	lěi lèi
𩒶	kuí
𩒲	kuò
𩓃	lài
𩒹	rǎn rán
𩓆	yuè
𩗖	liáng
𩗠	liáo lìu líu
𩗛	hū
𩗗	jù
𩜕	bǎo
𩜏	yù
𩜎	zhēng
𩛾	huì
𩜄	è
𩜋	xiǎng
𩜂	chì xī
𩛿	táng xíng
𩜈	yù
𩜐	xì qì
𩜗	bèi
𩜓	shì
𩜉	shě
𩠤	fǔ
𩠥	qǐ jī
𩡈	bié
𩣒	líu
𩣕	qū
𩣄	bó
𩢭	cǐ
𩣁	chěng
𩣀	rǎn
𩣌	qū
𩣍	áng ǎng
𩣃	nǎo
𩣈	huāng
𩣅	jìu
𩢺	xuān xuàn
𩣐	huāng
𩣂	shēn
𩣎	bǎo
𩩃	gàn hán
𩩂	hàn
𩨱	cī
𩫎	háo
𩬴	pī pēi fù
𩭃	zhuā
𩰑	dòu
𩰷	zōng
𩰱	shāng
𩲿	mèi
𩲼	hū
𩳂	chì
𩳉	guǐ
𩶃	dòu tǒu
𩶋	méi móu
𩶠	huí
𩶍	è
𩶌	zhí
𩶚	bèi
𩶊	guān
𩶑	lǔ
𩿱	yù
𪀇	pí péi pī
𪀌	yā
𩿜	fén
𩿮	chú
𩿲	mò
𩿸	qiǎo
𩿫	yàn gān hàn
𩿦	zhǐ zhì
𩿭	xǐng
𪀀	bǎo
𩿼	yā
𪉡	gǎng
𪉞	tán qín
𪉟	yán yàn
𪊛	yōu
𪌖	jù
𪌕	chǎo
𪌠	áo āo
𪌚	móu
𪌗	qú
𪎜	huī
𪏱	lí
𪏰	xiāng
𪐨	dǎn
𪐤	yóu yòu
𪐪	dá
𪐫	hēi hè hěi
𪓕	mǐn
𪔄	zī
𪖑	yà yào
𪖒	qíu
𪚦	guī jūn qīu
𠐚	lì
𠐎	mǎn
𠐛	xuān
𥂳	dàng
𩇟	qìng
𠚝	nǎi
𠠒	mó
𠠞	lí lǐ
𠢻	lǜ
𠢿	léi lèi
𠢼	xūn
𠤈	fèng
𠤉	jué
𠥣	biān
𠧈	dūn
𠮎	wū wú
𠮍	sōu
𡁃	zé
𡁭	bài bei
𡁂	chí
𡁒	chī
𡁩	yùn
𡁐	ài yì
𡁖	yè
𡁬	yín
𡁄	yù
𡁅	chàn
𡁫	zuǐ zī zuī
𡁗	qiào
𡈱	é yóu
𡈭	yù
𡒋	qiāo
𡒲	chén
𡒣	jǐn jìn
𡒤	zāng
𡒐	zhì
𡒉	zāng
𡒎	tú
𡕻	jiǎ xià
𡚐	shì
𡚏	sāng sàng
𡣩	pó
𡣍	yíng
𡣅	guī
𡣐	táo
𡣉	ruí
𡣑	pín
𡣇	yì
𡣒	chuò
𡡟	nǎo
𡣡	niǎo yāo tiǎo
𡣌	zhǎn
𡣆	wǔ
𡣤	hàn
𡦩	hòu
𡫓	diàn
𡫚	yīn
𡫒	qǐn
𡫛	mián
𡭍	shuàn
𡭎	dǎo dào
𡰜	jìu
𡳨	chǐ
𡽬	yǔ
𡽟	liáo
𡽦	liáo
𡽤	lín
𡽸	yǐn
𡽥	é
𡽭	lěi lèi
𡽡	chán
𡽺	yuè
𢀇	zǐ zi
𢅦	guī kuì
𢅨	guī kuì
𢅢	sōu
𢋓	jǐn jìn qín
𢋑	wǔ
𢋜	pí
𢍳	xùn sùn
𢍲	zūn
𢐭	xǐ
𢐬	yáo fán
𢐯	xī
𢑲	yí
𢒴	mà
𢖉	chè
𢣍	bèi
𢢦	pèi
𢢢	què
𢢠	duò
𢡆	kěn
𢢡	ào
𦡗	cǎn chǒu
𢢣	xiè
𢢱	shú
𢣛	tòng
𢣶	lián
𢣜	lián liǎn
𢣖	duò
𢨓	shì
𢶜	yōng yǒng
𢶗	áo
𢷘	qiān
𢷤	bìn
𢷥	fèn
𢷛	jù
𢷐	zhì dì
𢷚	líu
𢷌	tà tuò tuō
𢷜	sǒng
𢷭	niǎo
𢷓	huò
𢷎	bài
𢷝	zǒng
摷	chāo jiǎo
𢻦	sǎn sàn
𢻥	cāo cào
𢻩	shī yī yì
𢿿	sè
𢿾	cāo cào
𣀎	shā shài shà
𣂌	dòu
𣃊	dǐng
𣃋	zhuǒ zhuó
𣄚	suì
𣋗	jiǎ xià
𣋐	zhāo zhù zhuó zhe zháo
𣋌	yè
𣋓	yè
𣎤	pán
𣎣	jiǎo
𣜦	dào dǎo
𣛳	chán tuò
𣛲	huà shū
𣛿	yù
𣛼	xī
𣜎	xiāo shāo shuò
𣜀	yuè
𣜅	chuǐ chuán
𣜥	xí
𣜈	qín
𣤥	xié
𣤠	huì yuē
𣤣	yáo yǎo
𣩬	zì
𣩨	dié yè
𣫍	hān qiān liàn
𣰐	qíu
𣰍	jié
𣰊	nóng
𣰖	cuì
𣰔	zhān
𣱒	zhì yìn
𤀮	zī jǐ jì
𤀬	fèn
𤁍	sè
𤁉	hàn
𤀱	tà
𤀳	mǐn
𤀭	kuì huì
𤀶	hū
𤀾	pú
𤀯	yú
𤀧	chán
𤀴	jiāo
𤁌	ào yù
𤏾	zhēng
𤐒	zhǎn
𤐟	kǎo hè hù xiāo kào
𤐗	liáo liǎo liào
𤏵	yì
𤐕	huī
𤏷	cuàn
㸂	suì
𡽽	xùn xūn
𤏺	áo āo
𤏹	bì
𤑋	guāng
𤖜	líng
𤛰	huān
𤛶	lì
𤛯	dú
